"MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude"
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",44,10751,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","OneFam","One_Story","Average","Average",1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"Typical","Typical","CBlock","Fair","Typical","Gd","ALQ",1,"Unf",0,250,1037,"GasA","Typical","Y","SBrkr",1037,0,0,1037,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd","RFn",2,431,"Typical","Typical","Paved",136,47,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",129000,-93.660522,42.03466
"Split_Foyer","Residential_Low_Density",0,16647,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","OneFam","SFoyer","Average","Average",1975,1981,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Good","Typical","Gd","ALQ",1,"Unf",0,0,1390,"GasA","Typical","Y","SBrkr",1701,0,0,1701,1,0,2,0,3,1,"Typical",6,"Min2",2,"Typical","Basment","Fin",2,611,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2007,"WD ","Normal",171000,-93.661983,42.034644
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",43,12712,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","OneFam","One_Story","Above_Average","Good",1973,2006,"Gable","CompShg","CemntBd","CmentBd","None",0,"Typical","Typical","CBlock","Good","Typical","Mn","ALQ",1,"Unf",0,76,1044,"GasA","Typical","Y","SBrkr",1055,0,0,1055,1,0,1,0,2,1,"Good",5,"Typ",1,"Typical","Attchd","RFn",2,542,"Typical","Typical","Paved",455,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2007,"WD ","Abnorml",147000,-93.662134,42.034673
"Two_Story_1946_and_Newer","Residential_Low_Density",0,9572,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1990,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",336,"Good","Typical","PConc","Excellent","Typical","No","GLQ",3,"Unf",0,971,1453,"GasA","Excellent","Y","SBrkr",1453,1357,0,2810,0,0,2,1,4,1,"Good",9,"Typ",1,"Excellent","Attchd","RFn",2,750,"Good","Good","Paved",500,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",302000,-93.653082,42.047384
"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",85,10678,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northridge","Norm","Norm","OneFam","One_and_Half_Fin","Very_Good","Average",1992,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,983,1683,"GasA","Excellent","Y","SBrkr",2129,743,0,2872,0,0,2,1,4,1,"Good",9,"Typ",1,"Typical","Attchd","Fin",2,541,"Typical","Typical","Paved",0,33,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"WD ","Normal",285000,-93.652658,42.045776
"One_Story_PUD_1946_and_Newer","Floating_Village_Residential",45,4379,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR2","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,527,1378,"GasA","Excellent","Y","SBrkr",1378,0,0,1378,1,0,2,0,2,1,"Good",6,"Typ",1,"Good","Attchd","Fin",2,540,"Typical","Typical","Paved",160,56,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",214000,-93.647974,42.047618
"One_Story_PUD_1946_and_Newer","Floating_Village_Residential",80,3523,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",30,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,1081,1141,"GasA","Excellent","Y","SBrkr",1151,0,0,1151,1,0,2,0,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd","Fin",2,484,"Typical","Typical","Paved",0,60,0,0,0,0,"No_Pool","No_Fence","None",0,2,2007,"New","Partial",166000,-93.64733,42.0474249
"One_Story_PUD_1946_and_Newer","Floating_Village_Residential",32,3784,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",36,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,1451,1511,"GasA","Excellent","Y","SBrkr",1565,0,0,1565,1,0,2,0,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd","Fin",2,476,"Typical","Typical","Paved",0,120,0,0,0,0,"No_Pool","No_Fence","None",0,2,2007,"New","Partial",193800,-93.647166,42.047406
"One_Story_PUD_1946_and_Newer","Floating_Village_Residential",47,4230,"Pave","Paved","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Excellent","Good","No","Unf",7,"Unf",0,1352,1352,"GasA","Excellent","Y","SBrkr",1352,0,0,1352,0,0,2,0,2,1,"Good",5,"Typ",1,"Good","Attchd","RFn",2,466,"Typical","Typical","Paved",0,241,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"New","Partial",208900,-93.646653,42.047711
"One_Story_PUD_1946_and_Newer","Floating_Village_Residential",40,3606,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Excellent","Good","No","GLQ",3,"Unf",0,415,1352,"GasA","Excellent","Y","SBrkr",1352,0,0,1352,1,0,2,0,2,1,"Good",5,"Typ",1,"Good","Attchd","RFn",2,466,"Typical","Typical","Paved",0,241,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"New","Partial",194000,-93.646637,42.047705
"One_Story_PUD_1946_and_Newer","Floating_Village_Residential",30,5330,"Pave","Paved","Moderately_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1550,1550,"GasA","Excellent","Y","SBrkr",1550,0,0,1550,0,0,2,1,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd","Fin",2,528,"Typical","Typical","Paved",0,102,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"New","Partial",207500,-93.646607,42.047699
"One_Story_PUD_1946_and_Newer","Floating_Village_Residential",35,4274,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,135,1241,"GasA","Excellent","Y","SBrkr",1241,0,0,1241,1,0,1,1,1,1,"Good",4,"Typ",0,"No_Fireplace","Attchd","Fin",2,569,"Typical","Typical","Paved",0,116,0,0,0,0,"No_Pool","No_Fence","None",0,11,2007,"New","Partial",199900,-93.646576,42.047687
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",35,4251,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Good","Average",2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,625,625,"GasA","Excellent","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Good",5,"Typ",0,"No_Fireplace","Detchd","RFn",2,528,"Typical","Typical","Paved",0,54,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"New","Partial",164700,-93.646478,42.047667
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",24,2280,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,179,744,"GasA","Good","Y","SBrkr",757,744,0,1501,1,0,2,1,3,1,"Typical",6,"Typ",1,"Typical","Detchd","Unf",2,440,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2007,"WD ","Normal",176500,-93.644107,42.047104
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",34,3230,"Pave","Paved","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Above_Average","Average",1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1129,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,310,729,"GasA","Good","Y","SBrkr",729,729,0,1458,0,0,2,1,2,1,"Typical",5,"Typ",1,"Fair","Detchd","Unf",2,440,"Typical","Typical","Paved",0,32,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",176000,-93.644096,42.047104
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,2117,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,336,756,"GasA","Excellent","Y","SBrkr",756,756,0,1512,0,0,2,1,2,1,"Good",4,"Typ",1,"Typical","Detchd","Unf",2,440,"Typical","Typical","Paved",0,32,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",168500,-93.645671,42.046144
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",24,2117,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",216,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,339,756,"GasA","Excellent","Y","SBrkr",769,804,0,1573,0,0,2,1,3,1,"Good",4,"Typ",0,"No_Fireplace","Detchd","Unf",2,440,"Typical","Typical","Paved",0,32,0,0,0,0,"No_Pool","No_Fence","None",0,9,2007,"WD ","Normal",177000,-93.645639,42.046145
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,2117,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,320,756,"GasA","Excellent","Y","SBrkr",769,756,0,1525,0,0,2,1,3,1,"Good",5,"Typ",1,"Typical","Detchd","Unf",2,440,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",177000,-93.645595,42.046145
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,5105,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","FR2","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Good","Average",2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,312,551,"GasA","Excellent","Y","SBrkr",551,551,0,1102,0,0,2,1,2,1,"Good",4,"Typ",0,"No_Fireplace","Detchd","Unf",2,480,"Typical","Typical","Paved",0,60,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",148800,-93.645482,42.046405
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",24,2645,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Very_Good","Average",1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,776,776,"GasA","Excellent","Y","SBrkr",764,677,0,1441,0,0,2,1,2,1,"Good",5,"Typ",0,"No_Fireplace","Detchd","Unf",2,492,"Typical","Typical","Paved",206,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2007,"WD ","Normal",174000,-93.641813,42.047171
"Two_Story_1946_and_Newer","Floating_Village_Residential",66,7399,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Average",1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1600,"Good","Typical","PConc","Good","Typical","No","BLQ",2,"Unf",0,326,975,"GasA","Excellent","Y","SBrkr",975,975,0,1950,0,0,2,1,3,1,"Good",7,"Typ",1,"Typical","Detchd","RFn",2,576,"Typical","Typical","Paved",0,10,0,0,198,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",239000,-93.642182,42.046318
"One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",73,7321,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Good","Average",1999,2000,"Gable","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1339,1339,"GasA","Excellent","Y","SBrkr",1358,0,0,1358,0,0,2,0,3,1,"Good",5,"Typ",0,"No_Fireplace","Detchd","Unf",2,625,"Typical","Typical","Paved",176,174,0,0,0,0,"No_Pool","No_Fence","None",0,12,2007,"COD","Normal",204000,-93.639931,42.046137
"Two_Story_1946_and_Newer","Floating_Village_Residential",0,8010,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2003,2004,"Hip","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Excellent","Typical","No","GLQ",3,"Unf",0,90,1054,"GasA","Excellent","Y","SBrkr",1072,976,0,2048,1,0,2,1,3,1,"Good",8,"Typ",2,"Good","Detchd","Unf",2,552,"Typical","Typical","Paved",0,48,0,0,180,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",301000,-93.639878,42.046135
"Two_Story_1946_and_Newer","Floating_Village_Residential",106,8413,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Good","PConc","Excellent","Typical","Mn","GLQ",3,"Unf",0,319,1220,"GasA","Excellent","Y","SBrkr",1220,1142,0,2362,1,0,2,1,3,1,"Good",8,"Typ",2,"Typical","Attchd","RFn",2,1105,"Good","Typical","Paved",147,0,36,0,144,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",312500,-93.643456,42.046411
"One_Story_PUD_1946_and_Newer","Residential_Low_Density",50,9466,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","FR2","Gtl","Veenker","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",1994,1995,"Gable","CompShg","BrkFace","BrkFace","None",0,"Good","Typical","PConc","Good","Typical","Gd","LwQ",4,"ALQ",1037,0,1494,"GasA","Excellent","Y","SBrkr",1494,0,0,1494,1,0,1,1,1,1,"Good",5,"Typ",1,"Good","Attchd","Fin",2,478,"Typical","Typical","Paved",0,30,0,0,217,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",279700,-93.648204,42.044383
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,12000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","OneFam","One_Story","Good","Above_Average",1980,1980,"Hip","CompShg","VinylSd","MetalSd","BrkFace",600,"Good","Typical","CBlock","Good","Typical","No","GLQ",3,"Unf",0,270,2002,"GasA","Excellent","Y","SBrkr",2362,0,0,2362,1,0,2,1,3,1,"Good",8,"Typ",1,"Typical","Attchd","RFn",2,546,"Good","Typical","Paved",180,16,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",255000,-93.645798,42.044762
"Split_or_Multilevel","Residential_Low_Density",0,16157,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","OneFam","SLvl","Average","Good",1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","PConc","Good","Typical","Gd","ALQ",1,"Rec",391,289,1360,"GasA","Excellent","Y","SBrkr",1432,0,0,1432,1,0,1,1,2,1,"Good",5,"Typ",1,"Typical","Attchd","Unf",2,588,"Typical","Typical","Paved",168,180,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",194000,-93.645589,42.044989
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,10768,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Veenker","Norm","Norm","OneFam","One_Story","Average","Very_Good",1976,2004,"Gable","CompShg","Plywood","Plywood","None",0,"Good","Good","CBlock","Good","Typical","Gd","ALQ",1,"Unf",0,280,1437,"GasA","Typical","Y","SBrkr",1437,0,0,1437,1,0,2,0,3,1,"Good",6,"Typ",1,"Fair","Attchd","RFn",2,528,"Typical","Typical","Paved",0,21,0,0,180,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",218000,-93.64577,42.042994
"One_Story_PUD_1946_and_Newer","Residential_Low_Density",40,3840,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","TwnhsE","One_Story","Very_Good","Above_Average",1978,1998,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Good","Typical","CBlock","Good","Typical","Gd","GLQ",3,"LwQ",176,0,1057,"GasA","Typical","Y","SBrkr",1295,0,0,1295,1,0,1,0,1,1,"Good",4,"Typ",2,"Typical","Attchd","Fin",2,571,"Typical","Typical","Paved",133,89,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",213750,-93.648172,42.043754
"Split_or_Multilevel","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","OneFam","SLvl","Above_Average","Good",1976,1994,"Hip","CompShg","Plywood","Plywood","BrkFace",360,"Good","Good","CBlock","Typical","Typical","No","Unf",7,"Unf",0,528,528,"GasA","Excellent","Y","SBrkr",1094,761,0,1855,0,0,2,1,3,1,"Typical",7,"Typ",1,"Typical","Attchd","RFn",2,512,"Typical","Typical","Paved",113,100,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",187000,-93.645547,42.043048
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","OneFam","One_Story","Above_Average","Very_Good",1976,1976,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Good","Typical","Gd","ALQ",1,"Unf",0,284,1262,"GasA","Excellent","Y","SBrkr",1262,0,0,1262,0,1,2,0,3,1,"Typical",6,"Typ",1,"Typical","Attchd","RFn",2,460,"Typical","Typical","Paved",298,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",181500,-93.645544,42.042961
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",94,17778,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","OneFam","One_Story","Very_Good","Average",1981,1981,"Hip","CompShg","BrkFace","BrkFace","None",0,"Good","Typical","CBlock","Good","Typical","Gd","ALQ",1,"Rec",829,0,2461,"GasA","Good","Y","SBrkr",2497,0,0,2497,1,0,2,0,2,1,"Good",7,"Typ",2,"Good","Attchd","RFn",2,676,"Typical","Typical","Paved",266,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",373000,-93.658232,42.037103
"Duplex_All_Styles_and_Ages","Residential_Low_Density",0,18890,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","RRAe","Duplex","One_and_Half_Fin","Average","Average",1977,1977,"Shed","CompShg","Plywood","Plywood","None",1,"Typical","Typical","CBlock","Good","Typical","No","GLQ",3,"Rec",211,652,1361,"GasA","Excellent","Y","SBrkr",1361,1259,0,2620,0,0,2,2,4,2,"Typical",12,"Typ",1,"Typical","BuiltIn","RFn",2,600,"Typical","Typical","Dirt_Gravel",155,24,145,0,0,0,"No_Pool","No_Fence","Gar2",8300,8,2007,"WD ","Normal",190000,-93.6574973,42.0349702
"Two_Story_1946_and_Newer","Floating_Village_Residential",0,7050,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Average",2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,319,1057,"GasA","Excellent","Y","SBrkr",1057,872,0,1929,1,0,2,1,3,1,"Good",7,"Typ",1,"Typical","Attchd","Fin",2,650,"Typical","Typical","Paved",0,235,0,0,0,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",226000,-93.639515,42.048488
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,11700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","RRAn","Norm","OneFam","One_Story","Above_Average","Above_Average",1968,1968,"Gable","CompShg","MetalSd","MetalSd","BrkFace",41,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,912,912,"GasA","Excellent","Y","SBrkr",1152,0,0,1152,1,0,1,1,3,1,"Typical",7,"Typ",0,"No_Fireplace","Attchd","RFn",2,412,"Typical","Typical","Paved",0,126,0,0,0,0,"No_Pool","No_Fence","None",0,9,2007,"CWD","Normal",143450,-93.634545,42.046549
"Two_Story_1946_and_Newer","Residential_Low_Density",80,8000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","PosA","Norm","OneFam","Two_Story","Above_Average","Above_Average",1970,1970,"Gable","CompShg","VinylSd","VinylSd","BrkFace",525,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,93,1008,"GasA","Typical","Y","SBrkr",1403,1008,0,2411,1,0,2,1,4,1,"Typical",8,"Typ",1,"Poor","Attchd","RFn",2,570,"Typical","Typical","Paved",0,192,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",240050,-93.635094,42.047758
"Split_Foyer","Residential_Low_Density",0,8723,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","PosN","Norm","OneFam","SFoyer","Above_Average","Above_Average",1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","PConc","Good","Typical","Av","BLQ",2,"Unf",0,0,973,"GasA","Excellent","Y","SBrkr",1082,0,0,1082,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Unf",2,480,"Typical","Typical","Paved",160,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2007,"WD ","Normal",162500,-93.634528,42.048067
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",130,11700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Average",1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",196,"Typical","Typical","PConc","Good","Typical","No","ALQ",1,"Unf",0,385,1295,"GasA","Fair","Y","SBrkr",1295,0,0,1295,1,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Fin",2,528,"Typical","Typical","Paved",0,194,0,0,200,0,"No_Pool","No_Fence","None",0,4,2007,"WD ","Normal",164000,-93.635899,42.04849
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",108,11358,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Good","Good",1972,1987,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,778,1124,"GasA","Typical","Y","SBrkr",1610,0,0,1610,0,0,2,0,3,1,"Good",8,"Typ",1,"Typical","Attchd","RFn",2,515,"Typical","Typical","Paved",202,0,0,0,256,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",185000,-93.631554,42.047615
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9547,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Good","Above_Average",1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",112,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1594,1594,"GasA","Excellent","Y","SBrkr",1594,0,0,1594,0,0,2,0,2,1,"Good",6,"Typ",1,"Typical","Attchd","RFn",2,472,"Typical","Typical","Paved",190,80,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",188500,-93.638051,42.043363
"Two_Story_1946_and_Newer","Residential_Low_Density",78,10530,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Above_Average",1993,1993,"Gable","CompShg","MetalSd","MetalSd","BrkFace",194,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,329,1148,"GasA","Excellent","Y","SBrkr",1091,984,0,2075,1,0,2,1,3,1,"Good",8,"Typ",1,"Good","Attchd","Unf",2,473,"Typical","Typical","Paved",235,86,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",255000,-93.63687,42.043005
